content,polarity
"Soy fan de Fatima Bañez, una ministra con un par. #loteniaquedecir",5
Según UGT y CC.OO el seguimiento ha sido masivo en los turnos d noche y aseguran q la jornada transcurre con normalidad y escasos incidentes,5
Alfonso Alonso (PP) afirma que el gobierno vela para garantizar derechos y en el congreso sigue con las reformas para luchar contra el paro.,5
CCOO y UGT dicen que en obras de edificación la mayoría sigue la huelga (EFE),3
Según UGT: La huelga en Cataluña es generalizada en industria y transporte público (EFE),3
Manifiesto del #PSOE ante la huelga http://t.co/rt6r7mrW,3
Un Plano con trampa. http://t.co/fwH8RWHV vía @GFVara,2
"Por cierto, estos liberados sindicales fueron a Ferraz a montarla en la Huelga de 2010? #MiraQueMeDaQueNo",2
"En la calle Hortaleza, muchos comercios han echado la persiana. Los chinos, todos abiertos...",3
Un piquete en plena coacción cerrando un comercio mediante coacciones en Gran Vía #piquetesmafiosos http://t.co/zrWKhoWA,1
Acabo de presenciar la agresión de piquetes a ciudadanos que no quieren hacer huelga en Gran Vía.  #abajolospiquetes,1
Muy buena carta de Álvaro de Marichalar respondiendo a Pilar Rahola: http://t.co/mTSFMkxo,5
¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ▸ Historias del día por @calpur100 @cabadlozano,4
"""Un clamoroso fracaso y un insulto a los parados"". Editorial @13tv_AlDia @13television 20.30h especial #enhuelga #FracasoSindical",1
"Según ministra de empleo, hay ""normalidad. El gobierno trabaja en su principal preocupación: sacar a España de la crisis"". #Congreso",4
"La ministra Báñez se agarra al dato del consumo de energía que, según ella, es menor que en otras huelgas.",2
La ministra de trabajo asegura que el consumo energético es mayor que en las dos convocatorias de huelga previas #29M,3
"Mtra Empleo ""la parte troncal de la reforma no se va a cambiar porque es la necesaria para mejorar el empleo"" a las 15h @A3Noticias",4
"Que gracias , a mi si me ha pasado estos días!  La sequía nos carga de electricidad http://t.co/GWgAK1tu vía @antena3com",3
"#29M Los q quieren minimizar hablan d normalidad en la calle y de comercio abierto. Los q quieren agrandarla, de las fábricas. Todos sesgan",2
"La huelga a la japonesa del Congreso de los Diputados no ha sido tanta. El Pleno termina a la hora de comer, como algunas veces",2
"Venga, ya estamos en portada en el Wall Street Journal http://t.co/lkenl22U",4
CCOO usa una 'foto trampa' para inflar el éxito de la huelga http://t.co/53QH6Qce vía @libertaddigital,1
Nos vamos a Atocha para ver la incidencia de la huelga. ¿Habrá normalidad? @TelediarioInter 20:30,2
El Congreso aplaude a Fátima Báñez. Soberanía nacional vs coacción sindical. @TelediarioInter 20:30,5
"INDIGNANTE. ""Los piquetes agreden a una niña discapacitada en Córdoba"".http://t.co/hPmwIHbV #fracasosindical",1
"El TC sólo estima 3recursos a presos de ETA por la 'Parot'. Casi 30 son rechazados, pero aún queda revisar otros tantos http://t.co/CDmCW0UU",3
Ya está liada otra vez en Bcn. Batalla campal en el centro de Barcelona http://t.co/nYm3IYKE,1
Encarna. Te bloqueo por insultar.,1
¿No os parece significativo que los únicos medios de comunicación en los que ha tenido incidencia la huelga sean los que pagamos todos?,2
"Mi análisis mañana en @elconfidencial: ""Una huelga de baja intensidad que relaja la presión sobre Rajoy"" #dospalabras",2
"Tras la huelga general de hoy, mañana los Presupuestos del viernes de Dolores.",2
"Toxo a Rajoy: ""No se puede arruinar tres décadas de diálogo social sin pagar las consecuencias"".",1
"Dicen que los sindicalistas están anticuados, pero la mitad de los que rodean a Toxo y Méndez están tuiteando. #29M",3
Anacronismo . Sobre la decadencia de las huelgas generales. Via @el_pais Gracias @JesusEspino  http://t.co/FSW3Le9Z,1
"Como siempre, hay quien intenta manchar el éxito de las movilizaciones con la violencia (injustificable) de algunos grupos minoritarios.",2
"Ni el voto es un cheque en blanco, ni la mayoría absoluta es inexpugnable. El PP debería saberlo por experiencia.",2
De mis películas preferidas (watching Primera Plana) http://t.co/LhAj34EE,5
Génova tiene difícil papeleta en Asturias. Si prima el gobierno pierde el partido a manos de Cascos. Si prima el partido pierde el gobierno.,2
Enhorabuena al bilbao!! Grande!!!,4
Bueno el athletic!! Perdon chicos!!! Ehnorabuena!!!!!,5
RAUL 2 - ATHLETIC 4. ¡Aupa Athletic! ¡Aupa Athletic! ¡Aupa Athletic!,5
"Pues sí “@emilio2259: Esperanza Aguirre, sobre la huelga general: «Estos sindicatos caerán como el muro de Berlín» http://t.co/Lkvg3w5E",1
Una que se va a dormir ;-)) Mañana mas y mejor #buenasnoches,5
Por cierto Raúl es un crack y el Athletic la leche,5
enough today.... dos huelgas más como ésta y unos cuantos somos hombres muertos!!... mañana estaré a las 13.30h en @mananascuatro,1
RT @ManelMiro: La diferencia socialdemócrata.Texto d @sevillajordi d lectura imprescindible. Alguien cogerá el testigo? http://t.co/8xjCASW4,5
"Buenos días. Coincido con el Papa en criticar a quienes ""encerrándose en su verdad intentan imponerla"" al resto aun con insultos en la onda.",3
RT @jesusamadori: @sevillajordi su artículo me ha inspirado y alegrado mi paseo perruno d la mañana. Compraré su libro.,5
"Oeoeoeoeoeoeoe oeoeoe oeoeoe increíble audiencia de ayer en @Intereconomia el canal 2,4% de share!!! Gracias!!!!!",5
"Vamos camino de ser de nuevo el equipo mas querido de España, y empezamos a ser apreciados en Europa! Orain ta beti gora ATHLETIC!",5
"Se nos quiere hacer creer que España empieza a ser ya como Grecia, pero la realidad es q estamos muy lejos de eso... O no tanto?",2
"Durante el evento, entregaremos #distinciones en materia# educativa como las Cruces José de Calasanz y la #Medalla de la Educación Aragonesa",4
Hoy es viernes de dolor (aunque la subida de la luz es el mes que viene),2
Voy a aprovechar que es viernes para irme a Tudela a un coloquio y eso...#pichorradicas,4
Feliz día @lolacastrodiaz @Lolacervera @lolacuencas @LolaDulop @lolagarcior @LolaPalanco96 @LolapdePrado @LolaRengel @LolaSanchezDom #FF,5
Asi es RT @juanjemolina: No os perdais la aplicación #Icofrade está muy currada!! Podeis descargarla en las Appstores correspondientes!,5
"Te va a caer un UNFOLLOW q no te vas a levantar en 6 díasRT @ElExpecial: Lucas, duerme con el culo tapado y calla.#PlastaHastaCuandoNoCurra",1
Willy Toledo ha pasado la noche en los calabozos de la Policía y ha sido trasladado esta mañana ante el juez,2
Un #asteroide de 48 metros pasa este domingo cerca de la Tierra @NASAJPL - http://t.co/SSCeUyVV,2
"#LaPepa 339 ""Las contribuciones se repartirán entre todos los españoles con proporción a sus facultades, sin excepción ni privilegio alguno""",5
Castellana sí...:) RT @sgueina: @JuanraLucas a que tú das fe de que no soy áspera ni castellana?Loveyoubandido!,4
"""Los BRICS alzan la voz"": nuevo post de mi blog ""El Ojo y el Párpado""  http://t.co/2kirfXCQ",3
"Esta tarde, a la Junta Directiva del PP valenciano: se convocará el congreso que revalidará a @albertofabra como líder regional. @ppcv",5
"Valeriano Gómez (PSOE), ex ministro de Trabajo, subraya que la legitimidad del Gobierno para hacer la reforma laboral es ""incuestionable""(1)",4
"Los programas contra la violencia de género del Min. d Sanidad aumentan su presupuesto en más del 16%. Es de lo poco que sube, ¡bien!",5
Gran expectación en La Moncloa. Esperando los recortes #CMin http://t.co/yRFj1flo,3
"#PGE La vicepresidenta va preparando el terreno: ""situación límite y si hubiera sido otra, las decisiones serían muy diferentes""",3
"Recorte ministerios de un 16,9%. ""Ajuste drástico""",2
No habrá subida del IVA y se recortarán  27.000 millones de euros.,2
"A las 3 en @A3noticias, el presupuesto tiene otro recorte de un 17%, congela el sueldo de los funcionarios y sube el impuesto de sociedades",2
Impresionante la cantidad de saludos que he recibido en lo que va del día. Me habéis cargado las pilas para todo el resto del año.,5
La luz doméstica sube un 7% #pge,2
El recorte es de 27.300 millones de euros #CMin,2
"#Presupuestos Atención, pregunta. Mantiene el Gobierno su previsión de que el PIB caerá el 1,7% o cree que con lo aprobado hoy será más?",1
"Montoro habla de ""regularización fiacal"". O sea, habrá amnistía fiscal. #consejodeministros",1
"#Presupuestos Ha ido muy deprisa Montoro, pero juraría que estamos ante una amnistía fiscal para los defraudadores que regularicen",1
#Presupuestos Y ahora cuenta Montoro algunas de las maneras baratitas que tendrán a su alcance los defraudadores para regularizar,1
Ojo Urdangarines RT oportunidad “@ines_calderon: Montoro anuncia amnistía fiscal para quien traiga los millones a España. #consejoministros”,2
@SergioRamos @davidbisbal @david_busta @2010misterchip @mariatoledomt @alejandrosanz @pabloalboran abrazo amigo!! Te deseo lo mejor!!;)),5
Carta con lupa. Lo mashhhh. #NoEsMenúParaViejos http://t.co/Yx4nMn0p,3
"Un Gobierno de izdas bajo los impuestos a las grandes empresas y un Gobierno de dchas se los vuelve a subir, es este el mundo al revés?",3
"“@Armando_, Bonito retablo. http://t.co/HUOsEUnL”",4
".@eliasbendodo "" ahora a seguir trabajando con humildad, esfuerzo y responsabilidad """,5
3 campañas en 1 año @eliasbendodo @margadcm @Francissalado ;-)) gracias ;-)) @ppmalaga http://t.co/R7FXTMYy,5
"España en coma provocado y Asturias en la UCI, sin fondos mineros ni infraestructuras. El supuesto de Rajoy y sus consecuencias.",2
"#canariosaislados El tajo en 65 millones de € de la subvención al transporte de residentes enciende Canarias, Baleares, Ceuta y Melilla.",2
"http://t.co/KaoMMp7lpreparados para el concierto de mañana en Culiacán, fin de gira en México.",4
"Hoy tenemos el primer día OFF real de la gira, lo pasaré con todo el equipo, músicos y técnicos.",2
“@Mary_Gallego_: @David_Busta yo te sigo desde el primer dia y seguire haciendolo hasta que me muera pk eres la mejor voz!!”OLEEE! GRACIAS!,5
“@policebluetour: Buenas noches a tod@s :-) #FF a los más de 334.000 Fans de @David_Busta”ME UNO!!!,5
RT: “@hermanntertsch: Primera condición para que funcione este chanchullo q es siempre la amnistía fiscal es q no nos enteremos ni tú ni yo.,1
"El miedo, la resignación, las manipulaciones del 'discurso único'... Datos y testimonios sobre el #malestar en @laSextaColumna",1
@CarmeChaparro a mí me da bien.,4
Oleeee! RT “@TrendsEspana: #lasextacolumna es ahora una tendencia en Spain http://t.co/UgONgTxC” #Malestar,5
Menuda palma q tiene Juan Iranzo!! http://t.co/4TIUOJlM,2
"#FF muy especial para @Bribon1970 Imprescindible. Comentarios políticos inteligentes, como no puede ser de otra manera viniendo de él.",5
"así es , ahí estaremos tocando en vivo con la banda!!!!“@GPaz_: Qué alegría mi @juanes que anuncian tu presentación Premios Billboard... :D”",5
Ahi teneis un video guapo! Abrazos y buenas noches amigos! http://t.co/HFtNLGe6,5
Bdías. Hoy ha tocado madrugar. Mi Carta de mañana será provocadora. Espero que os guste. ¿Qué os parece el primer Presupuesto de Rajoy?,3
"Compartido, pero dedicado a @sarasolomando : Ves? Ya vuelve a salir otra vez /  #sarainformanos http://t.co/DdmJrWnY",4
“@NoeCrespo2: @David_Busta Un saludo porfa a los que estamos ahora en Los Corrales De Buelna en la marcha solidaria contra el cancer.”ABRAZO,5
Los vuelos en los aeropuertos españoles han descendido un 12% respecto a la SS del año pasado. Se nota la crisis.,1
@mjguemes Disfruta que te lo mereces mucho! Embarcando... ;),5
Se repite nuestra imagen: España=descontrol=desorden Spain announces 'extraordinary' €27bn budget cuts http://t.co/9a3HJL2j vía @guardian,2
Toca derby! Lo tenemos todo a favor para hacer morder el polvo al #efese #fccartagena en la Nueva Condomina ... 3-0,4
"Así es Valledupar !! , no saben las ganas que tengo de acompañarles, será un honor para mi regresar al Festival  !!!!!",5
"Impresionante incendio en las Fraguas do Eume, uno de los lugares más bellos de Galicia. Os lo contaremos a las 21h en @informativost5.",1
"Entrando en Galicia por Os Ancares: huele a humo, hay mas incendios que el de as #FragasdoEume aunque este nos duele en el corazón.",1
La cúpula de la Oficina Nacional de investigación del Fraude fue cesada. ¿Tendrá algo que ver con la amnistía fiscal de Montoro?,2
"Ghesta, los técnicos d Hacienda, calcula entre un 10 y 20% el sobrecoste d lotería premiada para blanquear dinero ¿Os suena? #amnistíafiscal",1
"K alguien le lave la boca a ese k esta junto al micrófono, no para d insultar al Madrid, pena d hombre",1
Estoy en un sitio en el que no puedo ver el partido. Veo que el Madrid va ganando. Contadme por favor lo esencial. Es clave ganar hoy.,5
Rajoy podría haber hecho lo mismo pero con un gravamen del 70 por ciento y tendría mi apoyo si además lo enviara al fiscal.,3
"Traslado de La Sentencia, para mi la talla de Cristo mas bonita de #malaga #Icofrade http://t.co/tDju0TJb",5
"Impresionante cristiano, Impresionante.",5
"Asistimos a una involución democrática, laboral, social y ahora fiscal. El PP está tensando demasiado la cuerda contra demasiadas personas.",1
"En 2 segundos lo q otros tardan 1 mes. RT @elmundo: Amancio Ortega ha ganado 448 euros cada segundo esta semana http://t.co/FdfHYdT1""",3
Estirando un poco después del partido tan exigente de hoy! Partidazo! Ahora solo pensar en el partido del martes!... http://t.co/c8rb76j5,5
Saluditos a mi Perù bello. Un abrazo se les quiere. RT @Marlonspidey: @AlejandroSanz saludos desde perú maestro :),5
Gracias a toda la gente que ha venido a Noovo,5
"Vale, lo reconozco, odio madrugar... http://t.co/I52xk0so",2
Esto le gustará especialmente a mi @maximhuerta http://t.co/IKDNVCq8 Buen domingo!,5
"Buenos días hoy viajo a Barcelona, ensayo de #ElNumeroUno. Menudo programón para mañana !",5
#Abril de mis meses preferidos ;-) “@soniachaconp: Inaugurando el mes de abril...”,5
"Los presupuestos son como el paraíso eterno. Dicen q ahora sufrir para después llegar. Los defraudadores no transitan, siempre están allí.",1
Buenos días!!! Vuelta a casa!!! Gracias Mallorca!!!,5
3 de cada 4 hectáreas quemadas este año en incendios forestales han ardido en Galicia. ¿Volvemos a los años 80? #sosfragasdoeume,1
"Por cierto, sacad las velas del fondo del armario. Hoy entran en vigor la subida de la luz, un 7%, y del gas, un 5%.",2
"Muy recomendable ""Frívolidad y horóscopos"" http://t.co/K6QMBzTA vía @el_pais #periodismo",5
"Ya casi en la camita despues d iun gran cocierto! Son mio motor! Y nos vemos el 28 d abril en"" la arena cd mexico""",4
"Algunos dijeron q Rajoy iba a ser la alegría de la huerta y se equivocaron. Es un registrador de recortes, sufrimiento y amnistías a ricos.",2
Buenos días a todos!!! Ya estamos en Abril!!! Feliz domingo!!!,5
"Gracias por leerlo :) RT @RobertoTorresL: Si queremos,podemos @Albert_Rivera  via El Mundo Catalunya. Toda una exposición de sentido común!!",4
"Los sevillanos pendientes dl cielo. La primera hermandad de la SS, La Paz, retrasa la salida media hora antes d tomar decisión definitva",2
Escuchando los sonidos d la calle...delicioso,5
El tiempo no acompaña a la semana grande de mi tierra sevilla...,2
Un abrazo para todas las hermandades que se queden sin hacer estacion de penitencia y para sus nazarenos y costaleros,3
"De esto que te pones una opera, te tienes que ir a comer y no puedes quitarla. Y esta tarde, de nuevo, Muti. Y la felicidad. #OperaGroupie",5
